Id,Label
./Train/Anglo_ArmsSurvival_Haku_Machete/IMG_4107.JPEG,0
./Train/Anglo_ArmsSurvival_Haku_Machete/IMG_4107_br.JPEG,0
./Train/Anglo_ArmsSurvival_Haku_Machete/IMG_4107_cn.JPEG,0
./Train/Anglo_ArmsSurvival_Haku_Machete/IMG_4107_xr.JPEG,0
./Train/Anglo_ArmsSurvival_Haku_Machete/IMG_4107_yr.JPEG,0
./Train/Anglo_ArmsSurvival_Haku_Machete/IMG_4108_br.JPEG,0
./Train/Anglo_ArmsSurvival_Haku_Machete/IMG_4108_cn.JPEG,0
./Train/Anglo_ArmsSurvival_Haku_Machete/IMG_4108_xr.JPEG,0
./Train/Anglo_ArmsSurvival_Haku_Machete/IMG_4108_yr.JPEG,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113908667.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113908667_br.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113908667_cn.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113908667_xr.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113908667_yr.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113909948.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113909948_br.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113909948_cn.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113909948_xr.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113909948_yr.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113911013.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113911013_br.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113911013_cn.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113911013_xr.jpg,0
./Train/Anglo_ArmsSurvival_Haku_Machete/PXL_20221202_113911013_yr.jpg,0
./Train/Anglo_Arms_85_Knife/PXL_20221202_121246515.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121246515_br.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121246515_cn.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121246515_xr.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121246515_yr.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121248810.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121248810_br.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121248810_cn.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121248810_xr.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121248810_yr.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121251079.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121251079_br.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121251079_cn.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121251079_xr.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121251079_yr.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121253362.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121253362_br.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121253362_cn.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121253362_xr.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121253362_yr.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121256887.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121256887_br.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121256887_cn.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121256887_xr.jpg,1
./Train/Anglo_Arms_85_Knife/PXL_20221202_121256887_yr.jpg,1
